ID卡号金额交易类型交易时间
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
06211001+1.00存款2018-11-19 09:01:49
06211001+1.00存款2018-11-19 09:02:02
06211001+1.00存款2018-11-19 09:03:19
06211001+1.00存款2018-11-19 09:09:51
06211001+1.00存款2018-11-19 09:09:53
06211001+1.00存款2018-11-19 09:09:54
06211001+1.00存款2018-11-19 09:09:55
06211001+1.00存款2018-11-19 09:09:57
06211001+1.00存款2018-11-19 08:56:08
06211001+1.00存款2018-11-19 08:58:09
